title,url,published_date
"12th WES 2018: Interview: Vijay Kumar Sahu, Chairman, Sai International Group",https://www.youtube.com/watch?v=ZPVuoLYCMc0,2018-09-04
"12th WES 2018: Interview: Nitesh Vadekar, Product Head, Cloudwalker Streaming Technologies",https://www.youtube.com/watch?v=p3a2kRs_W74,2018-09-04
"12th WES 2018: Interview: Mohit, Marg ERP Limited",https://www.youtube.com/watch?v=-sQ0Zz893gs,2018-09-04
"12th WES 2018: Interview: Shantanu, Manager-Marketing South Asia, Turnitin",https://www.youtube.com/watch?v=D_nLY_fTDqI,2018-09-04
"12th WES 2018: Interview: Simran kathuria, Product Manager, The Ultimate Knowledge",https://www.youtube.com/watch?v=LMqkyOofeCw,2018-09-04
"12th WES 2018: Interview: Amit Agarwala, Stones2Milestones",https://www.youtube.com/watch?v=dDXvNkiDGEw,2018-09-04
"12th WES 2018: Interview: Seema Mishra, Dean, IIBS - Noida Campus",https://www.youtube.com/watch?v=z0s-6HJXJd4,2018-09-04
"12th WES 2018: Interview: Ankit Bajaj, Vice President - Marketing & Sales, Serosoft Solutions",https://www.youtube.com/watch?v=dGXActQqsiM,2018-09-04
"12th WES 2018: Interview: Dr A Ashok, Government of Telangana",https://www.youtube.com/watch?v=pujkOGXcHfg,2018-09-04
"12th WES 2018: Special Address: Dr A Ashok, Government of Telangana",https://www.youtube.com/watch?v=NnJHfdRvYaQ,2018-08-29
